                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                           12115          4.9977666274836068E+000          5.9973174842906092E+000          6.3352797684837178E+001                       "gfortran"                          "9.2.0"            "x86_64-linux-20.3.1"                       "20220204" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                            3340          4.4146735488414510E+004          1.0625630417221157E+002          2.0906410979180870E+002          6.9391098003048583E+001          3.0192465490000540E+001          6.4741842925756160E+001          9.4577439808538244E+001          1.5059784797398729E-004         -1.0000000000000000E+000          3.2951835581339450E+000          7.5732935853229915E+000         -4.8147251425615627E+000         -4.8147027413596239E+000         -4.8570694483351264E+000         -9.8999999999999986E+001         -5.8467145771307276E+000         -9.1022269321465696E+000         -9.8999999999999986E+001          6.6181722353957156E+053         -1.1983658067232053E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.1983658067232053E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3345          4.4221912734125028E+004          1.0632034668650297E+002          2.0914742978196560E+002          6.9387029729009356E+001          3.0176213106962031E+001          6.4759698799699791E+001          9.4624068602792150E+001          9.3493280960446878E-005         -1.0000000000000000E+000          3.2940500249088576E+000          7.5743217413341455E+000         -4.8262206781297108E+000         -4.8261976571676968E+000         -4.8685785950298381E+000         -9.8999999999999986E+001         -5.8580772307610323E+000         -9.1018700106624788E+000         -9.8999999999999986E+001          6.6181442572794771E+053         -1.1669783732237265E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.1669783732237265E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3350          4.4277091387638102E+004          1.0636609844339647E+002          2.0920694304910955E+002          6.9384119921113864E+001          3.0164616011548453E+001          6.4772453608575930E+001          9.4657373736125550E+001          3.9305315109845901E-005         -1.0000000000000000E+000          3.2932411348520163E+000          7.5750554140068376E+000         -4.8399317847127934E+000         -4.8399080125913745E+000         -4.8822992678037416E+000         -9.8999999999999986E+001         -5.8716949718911069E+000         -9.1016362700969964E+000         -9.8999999999999986E+001          6.6181242928983385E+053         -1.1306928091208595E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.1306928091208595E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3355          4.4324884006482680E+004          1.0640458785704779E+002          2.0925700294307089E+002          6.9381669782074212E+001          3.0154868496427746E+001          6.4783182915091942E+001          9.4685388149343552E+001         -1.3320297442548103E-005         -1.0000000000000000E+000          3.2925612240388982E+000          7.5756720879280621E+000         -4.8510471219666034E+000         -4.8510227232343057E+000         -4.8934224775801827E+000         -9.8999999999999986E+001         -5.8827334903878974E+000         -9.1014519718665383E+000         -9.8999999999999986E+001          6.6181075121575479E+053         -1.1020982510710087E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.1020982510710087E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3360          4.4368804458578437E+004          1.0643926738687684E+002          2.0930210247343035E+002          6.9379460441868275E+001          3.0146092665337576E+001          6.4792849486112360E+001          9.4710626363091464E+001         -6.4554596645043151E-005         -1.0000000000000000E+000          3.2919490686486075E+000          7.5762272981918342E+000         -4.8591062496275175E+000         -4.8590813846441083E+000         -4.9014885629336105E+000         -9.8999999999999986E+001         -5.8907247385189825E+000         -9.1012899545882764E+000         -9.8999999999999986E+001          6.6180924041894827E+053         -1.0817960710345348E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0817960710345348E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3365          4.4431773964626831E+004          1.0648885510923645E+002          2.0936658109015718E+002          6.9376298502873468E+001          3.0133555466496261E+001          6.4806670430706205E+001          9.4746708853894475E+001         -4.0637723147449966E-005         -1.0000000000000000E+000          3.2910745050396812E+000          7.5770204916803818E+000         -4.8549680517808680E+000         -4.8549434073900315E+000         -4.8973587399182898E+000         -9.8999999999999986E+001         -5.8865048509891613E+000         -9.1010219531585950E+000         -9.8999999999999986E+001          6.6180708230699620E+053         -1.0919053931748794E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0919053931748794E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3370          4.4514044051485827E+004          1.0655495103553248E+002          2.0945250968170990E+002          6.9372078749842629E+001          3.0116865031103789E+001          6.4825090418426228E+001          9.4794793954362220E+001          1.4260573877827546E-005         -1.0000000000000000E+000          3.2899101580947057E+000          7.5780764807873009E+000         -4.8448056696954342E+000         -4.8447815687586102E+000         -4.8872096929012425E+000         -9.8999999999999986E+001         -5.8762124310867154E+000         -9.1005440061669614E+000         -9.8999999999999986E+001          6.6180420983090371E+053         -1.1174745173517063E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.1174745173517063E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3375          4.4609013146941375E+004          1.0663343384159906E+002          2.0955451889677445E+002          6.9367060538826763E+001          3.0097077049466098E+001          6.4846959367026955E+001          9.4851876370898253E+001          5.9602509254231947E-005         -1.0000000000000000E+000          3.2885296272616604E+000          7.5793284963541518E+000         -4.8325441772230526E+000         -4.8325207202592582E+000         -4.8749628021765927E+000         -9.8999999999999986E+001         -5.8638085979114374E+000         -9.1000449624588953E+000         -9.8999999999999986E+001          6.6180080508142541E+053         -1.1490766579107566E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.1490766579107566E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3380          4.4733912043314776E+004          1.0673975766901306E+002          2.0969267503077600E+002          6.9360249014982998E+001          3.0070321901447628E+001          6.4876580758596759E+001          9.4929183686448980E+001          1.0147522204803969E-004         -1.0000000000000000E+000          3.2866628597185561E+000          7.5810214179117477E+000         -4.8216611722259888E+000         -4.8216382617700253E+000         -4.8640991636372712E+000         -9.8999999999999986E+001         -5.8527368842037220E+000         -9.0994002956636191E+000         -9.8999999999999986E+001          6.6179620298196146E+053         -1.1777170847660163E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.1777170847660163E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3385          4.4904022843634477E+004          1.0688869903577327E+002          2.0988613092728818E+002          6.9350682015076700E+001          3.0032943586030118E+001          6.4918064820522943E+001          9.5037430549160135E+001          1.3711869990970347E-004         -1.0000000000000000E+000          3.2840545705902442E+000          7.5833866764595905E+000         -4.8121588620093494E+000         -4.8121364008143779E+000         -4.8546242044437964E+000         -9.8999999999999986E+001         -5.8429682167894113E+000         -9.0984990849535681E+000         -9.8999999999999986E+001          6.6178977615108234E+053         -1.2030911870366398E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.2030911870366398E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3390          4.5186818460096925E+004          1.0713870149229213E+002          2.1021065061585441E+002          6.9334558205493323E+001          2.9970466432920244E+001          6.4987669588671281E+001          9.5219002279210798E+001          1.2131001241519894E-004         -1.0000000000000000E+000          3.2796940256702558E+000          7.5873405850389410E+000         -4.8147388075236881E+000         -4.8147161378156333E+000         -4.8572507503330788E+000         -9.8999999999999986E+001         -5.8450947603338603E+000         -9.0970658566961173E+000         -9.8999999999999986E+001          6.6177904000228462E+053         -1.1950261427270695E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.1950261427270695E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3395          4.5427146649264876E+004          1.0734555553531344E+002          2.1047896995778333E+002          6.9321156249150448E+001          2.9919020117112954E+001          6.5045234896166249E+001          9.5369119308289754E+001         -1.4235051310480284E-005         -1.0000000000000000E+000          3.2761025652683808E+000          7.5905967817881352E+000         -4.8458228804327144E+000         -4.8457984588030314E+000         -4.8883780082229329E+000         -9.8999999999999986E+001         -5.8757591271452325E+000         -9.0958203393164130E+000         -9.8999999999999986E+001          6.6177020166964199E+053         -1.1121943089301550E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.1121943089301550E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3400          4.5477151945181082E+004          1.0738607865019320E+002          2.1053151400353795E+002          6.9318524385862119E+001          2.9908967800433292E+001          6.5056509240725703E+001          9.5398515163818317E+001         -7.8584019102485983E-005         -1.0000000000000000E+000          3.2754007272039924E+000          7.5912330608370668E+000         -4.8555861971168124E+000         -4.8555612041597564E+000         -4.8981542115786390E+000         -9.8999999999999986E+001         -5.8853972874884466E+000         -9.0955403689158487E+000         -9.8999999999999986E+001          6.6176847426803451E+053         -1.0876302925860897E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0876302925860897E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3405          4.5550150068002760E+004          1.0744487078797872E+002          2.1060773471785572E+002          6.9314702310762499E+001          2.9894398767517441E+001          6.5072864764030129E+001          9.5441156365194786E+001         -8.2449445114764772E-005         -1.0000000000000000E+000          3.2743834890053996E+000          7.5921552581381162E+000         -4.8562282062108721E+000         -4.8562031597140827E+000         -4.8988057463390380E+000         -9.8999999999999986E+001         -5.8859468081469979E+000         -9.0952530037708996E+000         -9.8999999999999986E+001          6.6176597095745276E+053         -1.0857691825666632E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0857691825666632E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3410          4.5731792756982402E+004          1.0759107735500177E+002          2.1079722315724945E+002          6.9305178613600319E+001          2.9858245573647334E+001          6.5113529947679666E+001          9.5547161389272105E+001         -1.0278996857882685E-004         -1.0000000000000000E+000          3.2718589502679940E+000          7.5944438325259132E+000         -4.8585736830635335E+000         -4.8585484585862186E+000         -4.9011748942032591E+000         -9.8999999999999986E+001         -5.8880625478807991E+000         -9.0945232062289847E+000         -9.8999999999999986E+001          6.6175976111470107E+053         -1.0793001392025311E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0793001392025311E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3415          4.5909156586979152E+004          1.0773137824404174E+002          2.1097897695020316E+002          6.9296014574993649E+001          2.9823656391352731E+001          6.5152541266175817E+001          9.5648835358125567E+001         -2.0577459429940839E-004         -1.0000000000000000E+000          3.2694432823485595E+000          7.5966335707727310E+000         -4.8742062013858050E+000         -4.8741799961548358E+000         -4.9168402440924295E+000         -9.8999999999999986E+001         -5.9033766437915043E+000         -9.0935894181395387E+000         -9.8999999999999986E+001          6.6175382125056484E+053         -1.0410792645164235E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0410792645164235E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3420          4.5962125045814333E+004          1.0777216137503707E+002          2.1103179491277871E+002          6.9293346174368693E+001          2.9813620861666969E+001          6.5163879114839332E+001          9.5678381252160207E+001         -2.3755060838758741E-004         -1.0000000000000000E+000          3.2687423484789599E+000          7.5972689180869617E+000         -4.8791192633073344E+000         -4.8790927475337957E+000         -4.9217615146619629E+000         -9.8999999999999986E+001         -5.9082101330044239E+000         -9.0933860154368844E+000         -9.8999999999999986E+001          6.6175209761176897E+053         -1.0293025784159331E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0293025784159331E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3425          4.6074662216308323E+004          1.0785940052268477E+002          2.1114475541370425E+002          6.9287631355862175E+001          2.9792182489265759E+001          6.5188128753548881E+001          9.5741569225468837E+001         -2.1294175287980835E-004         -1.0000000000000000E+000          3.2672448862807317E+000          7.5986262272497385E+000         -4.8745963147913196E+000         -4.8745700454293255E+000         -4.9172525693036313E+000         -9.8999999999999986E+001         -5.9035514782723268E+000         -9.0929179661735802E+000         -9.8999999999999986E+001          6.6174841632971511E+053         -1.0396723064312667E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0396723064312667E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3430          4.6354690708391921E+004          1.0807846520757204E+002          2.1142827450666528E+002          6.9273240215103527E+001          2.9738520204955112E+001          6.5249002672382062E+001          9.5900157839488514E+001         -2.1700610739134381E-004         -1.0000000000000000E+000          3.2634960305455656E+000          7.6020240047906258E+000         -4.8739468256705756E+000         -4.8739205283833851E+000         -4.9166382222336864E+000         -9.8999999999999986E+001         -5.9025616293598464E+000         -9.0918070389700780E+000         -9.8999999999999986E+001          6.6173920676479229E+053         -1.0403017685504403E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0403017685504403E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3435          4.6561165912968907E+004          1.0823745468537480E+002          2.1163392271212459E+002          6.9262759504758122E+001          2.9699726510478509E+001          6.5293165743284561E+001          9.6015182977913568E+001         -2.2818533253919965E-004         -1.0000000000000000E+000          3.2607853821427799E+000          7.6044805880721693E+000         -4.8747873054812834E+000         -4.8747608848381985E+000         -4.9175179682361359E+000         -9.8999999999999986E+001         -5.9030221538191494E+000         -9.0906150221529636E+000         -9.8999999999999986E+001          6.6173255020180062E+053         -1.0381779347244819E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0381779347244819E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3440          4.6632393817050855E+004          1.0829401476577479E+002          2.1170705719729153E+002          6.9259023763478510E+001          2.9685956541889947E+001          6.5308873162013612E+001          9.6056088103500457E+001         -1.7378296512965400E-004         -1.0000000000000000E+000          3.2598231225746153E+000          7.6053526115132657E+000         -4.8658028881321043E+000         -4.8657769827747588E+000         -4.9085453143634377E+000         -9.8999999999999986E+001         -5.8939239797365000E+000         -9.0901846592466153E+000         -9.8999999999999986E+001          6.6173018760426610E+053         -1.0596717630220121E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0596717630220121E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3445          4.6700623585678535E+004          1.0834931701940802E+002          2.1177855295571248E+002          6.9255367448167533E+001          2.9672508375922003E+001          6.5324229506374209E+001          9.6096076080806185E+001         -1.2422781492999960E-004         -1.0000000000000000E+000          3.2588832984494922E+000          7.6062042832872843E+000         -4.8576056654834900E+000         -4.8575802220969466E+000         -4.9003586143187352E+000         -9.8999999999999986E+001         -5.8856250278568805E+000         -9.0898023391182612E+000         -9.8999999999999986E+001          6.6172788059971826E+053         -1.0796230733119156E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0796230733119156E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3450          4.6766348527516660E+004          1.0840371491862443E+002          2.1184886768630554E+002          6.9251767416180300E+001          2.9659295122862485E+001          6.5339333029000983E+001          9.6135402940947131E+001         -7.4166683426243624E-005         -1.0000000000000000E+000          3.2579598406015600E+000          7.6070411045837432E+000         -4.8493453694822000E+000         -4.8493203837479566E+000         -4.8921084469240643E+000         -9.8999999999999986E+001         -5.8772668364962737E+000         -9.0894250714984377E+000         -9.8999999999999986E+001          6.6172561426660961E+053         -1.1001044979911558E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.1001044979911558E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3455          4.6846817486939384E+004          1.0847161037149111E+002          2.1193661286554678E+002          6.9247269263736399E+001          2.9642824135238069E+001          6.5358181764918669E+001          9.6184477833415272E+001         -2.6441034577431138E-005         -1.0000000000000000E+000          3.2568086333722639E+000          7.6080842819391279E+000         -4.8413830291291022E+000         -4.8413584722626579E+000         -4.8841586870635672E+000         -9.8999999999999986E+001         -5.8691829366264638E+000         -9.0889821136719071E+000         -9.8999999999999986E+001          6.6172278971123844E+053         -1.1201619064222457E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.1201619064222457E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3460          4.6937002026055226E+004          1.0854931008269823E+002          2.1203700619593553E+002          6.9242114982985967E+001          2.9624003002033355E+001          6.5379749067182658E+001          9.6240625646607398E+001          2.0502548944372710E-005         -1.0000000000000000E+000          3.2554930713293539E+000          7.6092763545773652E+000         -4.8321121391099338E+000         -4.8320880731556031E+000         -4.8749022041027246E+000         -9.8999999999999986E+001         -5.8597728839293941E+000         -9.0884813291593947E+000         -9.8999999999999986E+001          6.6171956281758910E+053         -1.1439841598450118E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.1439841598450118E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3465          4.7046394158570838E+004          1.0864625749999981E+002          2.1216223530932993E+002          6.9235674094556657E+001          2.9600561757374020E+001          6.5406654156254447E+001          9.6310662019240397E+001          6.5081543072978537E-005         -1.0000000000000000E+000          3.2538544286240496E+000          7.6107611273702487E+000         -4.8200235471345145E+000         -4.8200001101429581E+000         -4.8628308030684524E+000         -9.8999999999999986E+001         -5.8475183031709497E+000         -9.0878942763219648E+000         -9.8999999999999986E+001          6.6171554491236719E+053         -1.1757932303905398E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.1757932303905398E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3470          4.7198430692337992E+004          1.0878500339034778E+002          2.1234139168292123E+002          6.9226437484308903E+001          2.9567095209615367E+001          6.5445149876325615E+001          9.6410855104293830E+001          1.0856150135089601E-004         -1.0000000000000000E+000          3.2515146973177864E+000          7.6128810533264932E+000         -4.8088571609641830E+000         -4.8088342749122450E+000         -4.8516893467719040E+000         -9.8999999999999986E+001         -5.8361113285279203E+000         -9.0870591499884092E+000         -9.8999999999999986E+001          6.6170981074844417E+053         -1.2057845339904442E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.2057845339904442E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3475          4.7447798375238104E+004          1.0901837568467059E+002          2.1264256328928747E+002          6.9210852184585747E+001          2.9511018768306844E+001          6.5509875131093409E+001          9.6579277408600930E+001          1.3812254282746865E-004         -1.0000000000000000E+000          3.2475935143006938E+000          7.6164335917563610E+000         -4.8000865366773908E+000         -4.8000640400477774E+000         -4.8429598799208078E+000         -9.8999999999999986E+001         -5.8269438315098006E+000         -9.0857421415010702E+000         -9.8999999999999986E+001          6.6170020802673852E+053         -1.2293587994524747E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.2293587994524747E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3480          4.7686632576212236E+004          1.0924408511112367E+002          2.1293364137179276E+002          6.9195720781869412E+001          2.9457038012217819E+001          6.5572445064046548E+001          9.6742046208141517E+001          1.2423369552969093E-004         -1.0000000000000000E+000          3.2438179877422066E+000          7.6198538242004261E+000         -4.8025178641489621E+000         -4.8024951708379824E+000         -4.8454343164719642E+000         -9.8999999999999986E+001         -5.8289598957305397E+000         -9.0843929641874883E+000         -9.8999999999999986E+001          6.6169096792143100E+053         -1.2217671502549652E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.2217671502549652E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3485          4.7955946936867709E+004          1.0950238475985302E+002          2.1326650238116096E+002          6.9178336046907219E+001          2.9395567410377250E+001          6.5644013078604033E+001          9.6928169194207342E+001          1.3562535941518395E-004         -1.0000000000000000E+000          3.2395175392339830E+000          7.6237491806286695E+000         -4.7981303586685753E+000         -4.7981078086270381E+000         -4.8410973166980638E+000         -9.8999999999999986E+001         -5.8240864333243341E+000         -9.0827560487178474E+000         -9.8999999999999986E+001          6.6168045132394386E+053         -1.2333358886319831E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.2333358886319831E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3490          4.8036027028856915E+004          1.0957750061973009E+002          2.1336325212456251E+002          6.9173266865148179E+001          2.9377751787672931E+001          6.5664818348138979E+001          9.6982265857639106E+001          5.1186239666781607E-005         -1.0000000000000000E+000          3.2382709510177468E+000          7.6248782512486253E+000         -4.8183412789746489E+000         -4.8183176272009591E+000         -4.8613273124801628E+000         -9.8999999999999986E+001         -5.8441139688591850E+000         -9.0822500495065519E+000         -9.8999999999999986E+001          6.6167740307770440E+053         -1.1774016762598191E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.1774016762598191E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3495          4.8067352961362260E+004          1.0960567701296993E+002          2.1339953779406130E+002          6.9171363827604253E+001          2.9371076051881285E+001          6.5672621664303335E+001          9.7002554400370940E+001         -8.2937238180311146E-006         -1.0000000000000000E+000          3.2378038132651543E+000          7.6253013397996705E+000         -4.8321077500254814E+000         -4.8320833296835470E+000         -4.8750996819507932E+000         -9.8999999999999986E+001         -5.8578237519222256E+000         -9.0821281104348444E+000         -9.8999999999999986E+001          6.6167626069878377E+053         -1.1407194227660187E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.1407194227660187E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3500          4.8087906927339900E+004          1.0962372350169780E+002          2.1342277649523714E+002          6.9170144520527018E+001          2.9366802364857342E+001          6.5677619305330538E+001          9.7015547877028936E+001         -6.4494945317936569E-005         -1.0000000000000000E+000          3.2375047526687135E+000          7.6255721969910786E+000         -4.8408433107355684E+000         -4.8408183910207878E+000         -4.8838388624943647E+000         -9.8999999999999986E+001         -5.8665245275159537E+000         -9.0820720948332276E+000         -9.8999999999999986E+001          6.6167552932614698E+053         -1.1180323440875175E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.1180323440875175E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3505          4.8103817274491230E+004          1.0963742225052728E+002          2.1344041570084852E+002          6.9169218736182501E+001          2.9363559334329306E+001          6.5681412791323496E+001          9.7025410468511865E+001         -1.1903363775987002E-004         -1.0000000000000000E+000          3.2372778106802382E+000          7.6257777351584144E+000         -4.8493422890526672E+000         -4.8493168751726019E+000         -4.8923405333563288E+000         -9.8999999999999986E+001         -5.8749976335751830E+000         -9.0820429173021395E+000         -9.8999999999999986E+001          6.6167497430840789E+053         -1.0964016367446967E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0964016367446967E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3510          4.8116780518321611E+004          1.0964837075049381E+002          2.1345451301628279E+002          6.9168478674914752E+001          2.9360968043151399E+001          6.5684444592443441E+001          9.7033292665575871E+001         -1.7264245802575370E-004         -1.0000000000000000E+000          3.2370964739536059E+000          7.6259419682018565E+000         -4.8577114327460356E+000         -4.8576855236359293E+000         -4.9007118114061239E+000         -9.8999999999999986E+001         -5.8833462697683094E+000         -9.0820302927822159E+000         -9.8999999999999986E+001          6.6167453080867415E+053         -1.0755176853048000E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0755176853048000E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3515          4.8127960436638561E+004          1.0965763635955848E+002          2.1346644306935818E+002          6.9167852268908874E+001          2.9358775507870856E+001          6.5687010320405662E+001          9.7039963072242827E+001         -2.2491284035063369E-004         -1.0000000000000000E+000          3.2369430402100674E+000          7.6260809292982570E+000         -4.8658805467516295E+000         -4.8658541455145077E+000         -4.9088827080677904E+000         -9.8999999999999986E+001         -5.8914982563295180E+000         -9.0820273796406585E+000         -9.8999999999999986E+001          6.6167415553689017E+053         -1.0555207018645410E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0555207018645410E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3520          4.8138156634261606E+004          1.0966593171524968E+002          2.1347712357411129E+002          6.9167291380170965E+001          2.9356812914352059E+001          6.5689307333214074E+001          9.7045934812472311E+001         -2.7623804656359005E-004         -1.0000000000000000E+000          3.2368056964962029E+000          7.6262053174409257E+000         -4.8739074509857190E+000         -4.8738805574168440E+000         -4.9169111925792928E+000         -9.8999999999999986E+001         -5.8995099781611406E+000         -9.0820298769215029E+000         -9.8999999999999986E+001          6.6167381960421501E+053         -1.0362368499499701E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0362368499499701E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3525          4.8147845955887577E+004          1.0967367229925223E+002          2.1348708955071331E+002          6.9166767936501984E+001          2.9354981871379675E+001          6.5691450690657589E+001          9.7051507032562412E+001         -3.2685538436440275E-004         -1.0000000000000000E+000          3.2366775576659572E+000          7.6263213684568161E+000         -4.8818270828643344E+000         -4.8817996947373183E+000         -4.9248322880142688E+000         -9.8999999999999986E+001         -5.9074155495491336E+000         -9.0820353667386691E+000         -9.8999999999999986E+001          6.6167350617221354E+053         -1.0175580316467070E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0175580316467070E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3530          4.8158905107895138E+004          1.0968236641817656E+002          2.1349828291984429E+002          6.9166179936084362E+001          2.9352925611134257E+001          6.5693858037999192E+001          9.7057765506809190E+001         -3.5999322786777404E-004         -1.0000000000000000E+000          3.2365336565527745E+000          7.6264516942531744E+000         -4.8869885628531113E+000         -4.8869608470295054E+000         -4.9299952504651419E+000         -9.8999999999999986E+001         -5.9125627879308942E+000         -9.0820312275187973E+000         -9.8999999999999986E+001          6.6167315417326075E+053         -1.0055505884699578E+039          0.0000000000000000E+000          0.0000000000000000E+000         -1.0055505884699578E+039          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
                            3535          4.8184919570004960E+004          1.0970268256167761E+002          2.1352443807928248E+002          6.9164805603359909E+001          2.9348122020672868E+001          6.5699483277989842E+001          9.7072389420966189E+001         -3.7636711114474083E-004         -1.0000000000000000E+000          3.2361974868295302E+000          7.6267561485869333E+000         -4.8894409691120790E+000         -4.8894130912280183E+000         -4.9324508247925163E+000         -9.8999999999999986E+001         -5.9149847611533319E+000         -9.0819515337959604E+000         -9.8999999999999986E+001          6.6167233189281710E+053         -9.9982914252378604E+038          0.0000000000000000E+000          0.0000000000000000E+000         -9.9982914252378604E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2 
